"subject","item","response","response_time","ambiguity","group","gap_filling","ambiguity_G","group_G","gap_filling_G"
"Non-Native 27",2,1,"1338",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 27",14,1,"4225",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 27",11,1,"4145",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 27",15,1,"5013",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 27",12,1,"1719",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 27",8,1,"2102",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 27",9,1,"3117",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 27",17,1,"2546",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 27",5,1,"1133",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 27",6,1,"2475",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",2,1,"2823",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",17,1,"2957",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",8,1,"2100",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",5,0,"1734",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",4,1,"1142",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",11,1,"1925",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",14,1,"2510",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",1,0,"1020",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",7,1,"1581",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",10,0,"6315",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",16,1,"1276",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 28",13,1,"1468",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",13,1,"4103",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",6,0,"3975",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",16,0,"1893",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",9,0,"3570",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",15,0,"3452",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",1,1,"3019",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",18,0,"1661",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",10,0,"1207",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",7,1,"4138",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",3,0,"2146",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",4,1,"1717",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 29",12,1,"1657",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",14,0,"3962",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",6,1,"2281",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",17,0,"2025",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",15,0,"3982",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",5,1,"3835",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",12,0,"2338",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",8,1,"1754",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",11,0,"2083",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",18,0,"1106",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",3,0,"3935",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",2,0,"1536",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 30",9,0,"4124",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",10,0,"12318",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",4,0,"2919",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",11,1,"13309",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",17,1,"4149",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",5,1,"2844",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",16,0,"1643",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",8,0,"4130",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",7,0,"3251",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",14,1,"2723",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",2,1,"2595",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",1,1,"5173",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 31",13,0,"24397",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",6,0,"6024",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",10,1,"4656",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",7,0,"1964",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",15,1,"7584",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",16,1,"2329",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",3,1,"5118",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",9,1,"3683",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",4,0,"5015",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",18,0,"3404",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",13,1,"2380",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",1,1,"6392",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 32",12,0,"2479",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",2,1,"2314",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",11,1,"2758",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",15,1,"3224",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",12,1,"1387",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",18,1,"1465",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",14,1,"1233",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",5,1,"1566",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",3,1,"1502",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",6,1,"2018",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",17,1,"1432",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",9,1,"1302",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 33",8,1,"1153",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",4,0,"5240",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",16,0,"1945",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",11,1,"5592",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",10,0,"5683",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",2,1,"3099",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",17,0,"2600",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",14,1,"2824",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",7,0,"1867",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",13,0,"2738",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",5,1,"1524",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",8,1,"5224",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 34",1,1,"2083",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",9,0,"3206",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",10,0,"3915",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",13,1,"2530",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",6,1,"1903",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",3,0,"3675",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",18,0,"6705",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",16,1,"2715",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",4,1,"1315",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",12,1,"2476",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",15,1,"2546",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",1,1,"3301",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 35",7,1,"3924",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",14,0,"9042",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",12,1,"5638",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",17,1,"1973",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",15,1,"2271",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",5,0,"1794",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",18,1,"3103",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",3,0,"5458",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",6,1,"1741",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",2,1,"8118",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",11,1,"6601",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",8,0,"1418",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 36",9,0,"1589",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",13,1,"1643",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",16,1,"2982",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",7,1,"3141",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",4,1,"1110",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",2,1,"3487",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",8,0,"1784",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",17,0,"4515",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",11,1,"2893",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",5,0,"1417",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",14,1,"5439",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",10,1,"2957",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 37",1,1,"3267",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",13,1,"3221",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",9,0,"3569",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",3,1,"2775",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",12,1,"2613",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",1,1,"4700",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",6,0,"2146",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",10,1,"2821",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",7,1,"2757",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",18,1,"2393",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",16,1,"3125",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",4,1,"1372",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 38",15,1,"7023",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",18,0,"3374",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",12,1,"2881",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",11,1,"2846",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",2,0,"5340",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",15,1,"10791",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",17,1,"3759",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",9,1,"1526",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",6,0,"4033",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",8,0,"1945",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",3,1,"3141",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",5,0,"1499",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 39",14,1,"3991",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",14,1,"3574",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",17,1,"3065",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",7,1,"2497",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",10,1,"2046",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",11,0,"4751",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",13,1,"2685",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",16,0,"3334",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",1,1,"2128",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",2,1,"1811",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",5,1,"1258",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",4,1,"1069",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 40",8,1,"3572",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Native 1",2,0,"2401",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 1",10,1,"2273",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 1",12,1,"2502",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 1",8,1,"2667",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 1",4,1,"1857",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 1",1,1,"2394",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 1",3,1,"1593",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 1",9,0,"3146",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 1",6,1,"1594",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 1",5,1,"1690",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 1",7,1,"2364",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 1",11,1,"1249",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 2",9,1,"2130",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 2",7,1,"5141",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 2",5,1,"1906",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 2",8,1,"8563",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 2",10,1,"3326",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 2",1,1,"4714",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 2",12,0,"1670",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 2",2,1,"2325",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 2",11,1,"1854",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 2",6,1,"1507",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 2",4,1,"3703",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 2",3,1,"928",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 3",8,1,"1970",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 3",3,1,"3219",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 3",9,0,"2915",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 3",12,1,"1652",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 3",2,1,"2112",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 3",1,1,"2168",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 3",4,1,"1491",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 3",6,1,"2093",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 3",11,1,"1350",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 3",10,1,"1766",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 3",7,1,"1970",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 3",5,1,"1440",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 4",12,0,"1137",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 4",10,1,"718",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 4",2,0,"1475",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 4",4,1,"1347",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 4",5,1,"751",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 4",11,1,"1367",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 4",6,0,"1402",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 4",7,0,"1532",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 4",3,1,"2186",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 4",9,1,"1207",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 4",8,1,"1122",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 4",1,1,"858",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 5",10,0,"3164",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 5",1,0,"2565",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 5",11,1,"2784",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 5",9,1,"3920",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 5",8,0,"7518",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 5",5,1,"3015",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 5",12,1,"2174",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 5",7,1,"1661",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 5",3,1,"1221",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 5",4,1,"947",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 5",6,1,"1142",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 5",2,1,"1196",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 6",10,1,"1686",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 6",2,0,"1239",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 6",4,1,"903",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 6",9,1,"1055",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 6",7,1,"1046",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 6",3,1,"925",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 6",12,1,"1133",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 6",11,1,"758",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 6",6,1,"902",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 6",8,0,"1011",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 6",1,0,"977",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 6",5,0,"1636",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 7",1,0,"2079",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 7",8,1,"1870",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 7",3,1,"1561",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 7",11,1,"3620",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 7",5,1,"2245",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 7",7,0,"3774",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 7",6,1,"2282",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 7",9,0,"3921",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 7",4,1,"2817",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 7",10,1,"1219",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 7",2,1,"1886",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 7",12,0,"1477",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 8",12,1,"1999",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 8",9,1,"4599",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 8",7,0,"6894",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 8",8,1,"4830",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 8",3,1,"2426",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 8",4,1,"1701",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 8",2,1,"2712",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 8",5,1,"2797",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 8",11,1,"2219",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 8",10,0,"5655",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 8",1,0,"8151",-0.5,-0.5,-0.5,"Unambiguous","Native","Filling_Gap"
"Native 8",6,1,"1609",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
"Native 9",9,1,"3627",0.5,-0.5,-0.5,"Ambiguous","Native","Filling_Gap"
