"controller","condition","item","response","response_time","subject","group_G","reading_time","ambiguity_G","filled_gap_G"
"PictureAccept","exp2-3",42,1,"1272","Non-Native 25","Non-Native",1272,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",28,0,"5987","Non-Native 25","Non-Native",5987,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",43,0,"7407","Non-Native 25","Non-Native",7407,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",39,1,"5212","Non-Native 25","Non-Native",5212,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",44,1,"1447","Non-Native 25","Non-Native",1447,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",37,1,"5170","Non-Native 25","Non-Native",5170,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",26,0,"8378","Non-Native 25","Non-Native",8378,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",35,0,"2305","Non-Native 25","Non-Native",2305,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",25,1,"3178","Non-Native 25","Non-Native",3178,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",30,0,"3955","Non-Native 26","Non-Native",3955,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",28,1,"1402","Non-Native 26","Non-Native",1402,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",38,1,"3970","Non-Native 26","Non-Native",3970,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",50,0,"2122","Non-Native 26","Non-Native",2122,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",43,1,"1379","Non-Native 26","Non-Native",1379,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",45,1,"2438","Non-Native 26","Non-Native",2438,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",51,1,"1346","Non-Native 26","Non-Native",1346,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",27,1,"1465","Non-Native 26","Non-Native",1465,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",35,1,"1717","Non-Native 26","Non-Native",1717,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",29,1,"1480","Non-Native 26","Non-Native",1480,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",39,0,"3643","Non-Native 26","Non-Native",3643,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",54,1,"3032","Non-Native 26","Non-Native",3032,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",32,1,"1241","Non-Native 26","Non-Native",1241,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",36,1,"1531","Non-Native 26","Non-Native",1531,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",44,1,"1796","Non-Native 26","Non-Native",1796,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",46,1,"1723","Non-Native 26","Non-Native",1723,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",48,0,"1182","Non-Native 26","Non-Native",1182,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",37,1,"1248","Non-Native 26","Non-Native",1248,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",26,1,"1313","Non-Native 26","Non-Native",1313,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",41,1,"1588","Non-Native 26","Non-Native",1588,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",49,1,"1301","Non-Native 26","Non-Native",1301,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",42,0,"2612","Non-Native 26","Non-Native",2612,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",25,1,"3074","Non-Native 26","Non-Native",3074,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",47,1,"1244","Non-Native 26","Non-Native",1244,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",33,1,"1424","Non-Native 26","Non-Native",1424,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",52,1,"1906","Non-Native 26","Non-Native",1906,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",40,1,"1560","Non-Native 26","Non-Native",1560,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",53,1,"1259","Non-Native 26","Non-Native",1259,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",31,1,"1736","Non-Native 26","Non-Native",1736,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",34,1,"1268","Non-Native 26","Non-Native",1268,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",45,1,"5431","Non-Native 27","Non-Native",5431,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",40,1,"3318","Non-Native 27","Non-Native",3318,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",47,1,"1770","Non-Native 27","Non-Native",1770,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",42,1,"3601","Non-Native 27","Non-Native",3601,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",48,1,"2658","Non-Native 27","Non-Native",2658,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",51,1,"4588","Non-Native 27","Non-Native",4588,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",54,1,"1879","Non-Native 27","Non-Native",1879,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",25,1,"5295","Non-Native 27","Non-Native",5295,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",31,1,"2860","Non-Native 27","Non-Native",2860,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",27,1,"2102","Non-Native 27","Non-Native",2102,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",26,1,"1338","Non-Native 27","Non-Native",1338,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",38,1,"4225","Non-Native 27","Non-Native",4225,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",35,1,"4145","Non-Native 27","Non-Native",4145,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",43,0,"5160","Non-Native 27","Non-Native",5160,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",34,1,"3626","Non-Native 27","Non-Native",3626,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",39,1,"5013","Non-Native 27","Non-Native",5013,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",36,1,"1719","Non-Native 27","Non-Native",1719,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",46,0,"7411","Non-Native 27","Non-Native",7411,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",50,1,"1942","Non-Native 27","Non-Native",1942,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",28,1,"1972","Non-Native 27","Non-Native",1972,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",37,1,"5807","Non-Native 27","Non-Native",5807,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",53,0,"1409","Non-Native 27","Non-Native",1409,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",32,1,"2102","Non-Native 27","Non-Native",2102,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",33,1,"3117","Non-Native 27","Non-Native",3117,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",44,1,"2657","Non-Native 27","Non-Native",2657,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",41,1,"2546","Non-Native 27","Non-Native",2546,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",29,1,"1133","Non-Native 27","Non-Native",1133,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",52,1,"2125","Non-Native 27","Non-Native",2125,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",49,1,"1405","Non-Native 27","Non-Native",1405,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",30,1,"2475","Non-Native 27","Non-Native",2475,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",43,0,"3358","Non-Native 28","Non-Native",3358,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",26,1,"2823","Non-Native 28","Non-Native",2823,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",41,1,"2957","Non-Native 28","Non-Native",2957,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",50,1,"5081","Non-Native 28","Non-Native",5081,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",52,1,"2151","Non-Native 28","Non-Native",2151,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",45,1,"1355","Non-Native 28","Non-Native",1355,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",32,1,"2100","Non-Native 28","Non-Native",2100,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",48,1,"830","Non-Native 28","Non-Native",830,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",51,1,"2222","Non-Native 28","Non-Native",2222,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",27,1,"3449","Non-Native 28","Non-Native",3449,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",29,0,"1734","Non-Native 28","Non-Native",1734,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",54,1,"3727","Non-Native 28","Non-Native",3727,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",30,1,"1710","Non-Native 28","Non-Native",1710,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",47,1,"1129","Non-Native 28","Non-Native",1129,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",28,1,"1142","Non-Native 28","Non-Native",1142,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",44,1,"1270","Non-Native 28","Non-Native",1270,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",39,1,"4464","Non-Native 28","Non-Native",4464,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",49,1,"1163","Non-Native 28","Non-Native",1163,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",35,1,"1925","Non-Native 28","Non-Native",1925,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",38,1,"2510","Non-Native 28","Non-Native",2510,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",46,1,"3028","Non-Native 28","Non-Native",3028,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",25,0,"1020","Non-Native 28","Non-Native",1020,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",31,1,"1581","Non-Native 28","Non-Native",1581,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",42,1,"3213","Non-Native 28","Non-Native",3213,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",33,1,"1049","Non-Native 28","Non-Native",1049,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",34,0,"6315","Non-Native 28","Non-Native",6315,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",53,1,"2348","Non-Native 28","Non-Native",2348,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",40,1,"1276","Non-Native 28","Non-Native",1276,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",36,1,"1492","Non-Native 28","Non-Native",1492,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",37,1,"1468","Non-Native 28","Non-Native",1468,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",37,1,"4103","Non-Native 29","Non-Native",4103,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",50,1,"2991","Non-Native 29","Non-Native",2991,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",30,0,"3975","Non-Native 29","Non-Native",3975,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",40,0,"1893","Non-Native 29","Non-Native",1893,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",49,1,"2791","Non-Native 29","Non-Native",2791,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",43,1,"6425","Non-Native 29","Non-Native",6425,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",41,1,"3659","Non-Native 29","Non-Native",3659,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",33,0,"3570","Non-Native 29","Non-Native",3570,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",52,1,"2397","Non-Native 29","Non-Native",2397,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",48,1,"5777","Non-Native 29","Non-Native",5777,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",39,0,"3452","Non-Native 29","Non-Native",3452,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",25,1,"3019","Non-Native 29","Non-Native",3019,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",29,1,"1494","Non-Native 29","Non-Native",1494,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",35,1,"1450","Non-Native 29","Non-Native",1450,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",32,1,"1932","Non-Native 29","Non-Native",1932,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",51,1,"3542","Non-Native 29","Non-Native",3542,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",53,1,"1720","Non-Native 29","Non-Native",1720,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",38,1,"4291","Non-Native 29","Non-Native",4291,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",42,0,"1661","Non-Native 29","Non-Native",1661,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",26,1,"2231","Non-Native 29","Non-Native",2231,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",45,1,"1721","Non-Native 29","Non-Native",1721,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",54,1,"2529","Non-Native 29","Non-Native",2529,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",34,0,"1207","Non-Native 29","Non-Native",1207,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",44,1,"2789","Non-Native 29","Non-Native",2789,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",46,1,"1174","Non-Native 29","Non-Native",1174,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",47,1,"1461","Non-Native 29","Non-Native",1461,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",31,1,"4138","Non-Native 29","Non-Native",4138,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",27,0,"2146","Non-Native 29","Non-Native",2146,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",28,1,"1717","Non-Native 29","Non-Native",1717,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",36,1,"1657","Non-Native 29","Non-Native",1657,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",38,0,"3962","Non-Native 30","Non-Native",3962,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",54,1,"1950","Non-Native 30","Non-Native",1950,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",30,1,"2281","Non-Native 30","Non-Native",2281,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",53,0,"1071","Non-Native 30","Non-Native",1071,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",43,0,"4373","Non-Native 30","Non-Native",4373,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",45,0,"722","Non-Native 30","Non-Native",722,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",51,0,"3523","Non-Native 30","Non-Native",3523,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",44,0,"1142","Non-Native 30","Non-Native",1142,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",41,0,"2025","Non-Native 30","Non-Native",2025,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",39,0,"3982","Non-Native 30","Non-Native",3982,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",25,0,"3849","Non-Native 30","Non-Native",3849,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",48,0,"1214","Non-Native 30","Non-Native",1214,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",29,1,"3835","Non-Native 30","Non-Native",3835,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",28,1,"2904","Non-Native 30","Non-Native",2904,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",40,1,"2031","Non-Native 30","Non-Native",2031,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",36,0,"2338","Non-Native 30","Non-Native",2338,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",37,1,"1505","Non-Native 30","Non-Native",1505,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",47,0,"1957","Non-Native 30","Non-Native",1957,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",32,1,"1754","Non-Native 30","Non-Native",1754,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",50,1,"1037","Non-Native 30","Non-Native",1037,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",35,0,"2083","Non-Native 30","Non-Native",2083,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",34,1,"2954","Non-Native 30","Non-Native",2954,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",46,1,"1735","Non-Native 30","Non-Native",1735,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",42,0,"1106","Non-Native 30","Non-Native",1106,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",27,0,"3935","Non-Native 30","Non-Native",3935,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",31,1,"1293","Non-Native 30","Non-Native",1293,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",49,1,"2348","Non-Native 30","Non-Native",2348,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",52,0,"2546","Non-Native 30","Non-Native",2546,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",26,0,"1536","Non-Native 30","Non-Native",1536,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",33,0,"4124","Non-Native 30","Non-Native",4124,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",34,0,"12318","Non-Native 31","Non-Native",12318,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",28,0,"2919","Non-Native 31","Non-Native",2919,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",43,0,"15591","Non-Native 31","Non-Native",15591,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",35,1,"13309","Non-Native 31","Non-Native",13309,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",53,0,"4805","Non-Native 31","Non-Native",4805,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",52,0,"25585","Non-Native 31","Non-Native",25585,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",41,1,"4149","Non-Native 31","Non-Native",4149,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",46,0,"4296","Non-Native 31","Non-Native",4296,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",36,1,"1710","Non-Native 31","Non-Native",1710,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",29,1,"2844","Non-Native 31","Non-Native",2844,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",50,1,"7426","Non-Native 31","Non-Native",7426,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",40,0,"1643","Non-Native 31","Non-Native",1643,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",32,0,"4130","Non-Native 31","Non-Native",4130,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",31,0,"3251","Non-Native 31","Non-Native",3251,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",42,1,"2312","Non-Native 31","Non-Native",2312,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",27,1,"1631","Non-Native 31","Non-Native",1631,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",38,1,"2723","Non-Native 31","Non-Native",2723,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",47,1,"1821","Non-Native 31","Non-Native",1821,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",30,1,"2263","Non-Native 31","Non-Native",2263,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",54,1,"3776","Non-Native 31","Non-Native",3776,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",49,0,"1892","Non-Native 31","Non-Native",1892,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",48,1,"1558","Non-Native 31","Non-Native",1558,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",26,1,"2595","Non-Native 31","Non-Native",2595,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",51,1,"4763","Non-Native 31","Non-Native",4763,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",25,1,"5173","Non-Native 31","Non-Native",5173,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",44,1,"2066","Non-Native 31","Non-Native",2066,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",37,0,"24397","Non-Native 31","Non-Native",24397,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",45,1,"1541","Non-Native 31","Non-Native",1541,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",33,1,"1356","Non-Native 31","Non-Native",1356,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",39,1,"3563","Non-Native 31","Non-Native",3563,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",48,0,"5769","Non-Native 32","Non-Native",5769,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",30,0,"6024","Non-Native 32","Non-Native",6024,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",51,0,"3113","Non-Native 32","Non-Native",3113,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",34,1,"4656","Non-Native 32","Non-Native",4656,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",49,1,"7538","Non-Native 32","Non-Native",7538,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",31,0,"1964","Non-Native 32","Non-Native",1964,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",46,0,"4544","Non-Native 32","Non-Native",4544,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",44,1,"9531","Non-Native 32","Non-Native",9531,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",39,1,"7584","Non-Native 32","Non-Native",7584,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",40,1,"2329","Non-Native 32","Non-Native",2329,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",27,1,"5118","Non-Native 32","Non-Native",5118,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",33,1,"3683","Non-Native 32","Non-Native",3683,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",50,0,"1571","Non-Native 32","Non-Native",1571,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",43,0,"3626","Non-Native 32","Non-Native",3626,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",54,0,"3361","Non-Native 32","Non-Native",3361,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",38,1,"6863","Non-Native 32","Non-Native",6863,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",45,1,"2516","Non-Native 32","Non-Native",2516,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",41,1,"8043","Non-Native 32","Non-Native",8043,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",47,1,"2710","Non-Native 32","Non-Native",2710,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",28,0,"5015","Non-Native 32","Non-Native",5015,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",52,0,"3809","Non-Native 32","Non-Native",3809,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",29,1,"1930","Non-Native 32","Non-Native",1930,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",32,0,"2584","Non-Native 32","Non-Native",2584,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",42,0,"3404","Non-Native 32","Non-Native",3404,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",37,1,"2380","Non-Native 32","Non-Native",2380,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",26,1,"2309","Non-Native 32","Non-Native",2309,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",25,1,"6392","Non-Native 32","Non-Native",6392,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",36,0,"2479","Non-Native 32","Non-Native",2479,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",53,0,"4236","Non-Native 32","Non-Native",4236,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",35,1,"1995","Non-Native 32","Non-Native",1995,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",26,1,"2314","Non-Native 33","Non-Native",2314,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",47,1,"5407","Non-Native 33","Non-Native",5407,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",35,1,"2758","Non-Native 33","Non-Native",2758,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",37,1,"3024","Non-Native 33","Non-Native",3024,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",52,1,"1068","Non-Native 33","Non-Native",1068,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",53,0,"2782","Non-Native 33","Non-Native",2782,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",39,1,"3224","Non-Native 33","Non-Native",3224,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",34,1,"2218","Non-Native 33","Non-Native",2218,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",46,1,"889","Non-Native 33","Non-Native",889,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",36,1,"1387","Non-Native 33","Non-Native",1387,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",43,1,"811","Non-Native 33","Non-Native",811,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",28,1,"1140","Non-Native 33","Non-Native",1140,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",42,1,"1465","Non-Native 33","Non-Native",1465,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",50,1,"1858","Non-Native 33","Non-Native",1858,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",38,1,"1233","Non-Native 33","Non-Native",1233,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",29,1,"1566","Non-Native 33","Non-Native",1566,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",31,1,"2603","Non-Native 33","Non-Native",2603,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",27,1,"1502","Non-Native 33","Non-Native",1502,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",30,1,"2018","Non-Native 33","Non-Native",2018,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",41,1,"1432","Non-Native 33","Non-Native",1432,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",51,1,"1380","Non-Native 33","Non-Native",1380,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",44,1,"1495","Non-Native 33","Non-Native",1495,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",45,1,"910","Non-Native 33","Non-Native",910,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",49,1,"787","Non-Native 33","Non-Native",787,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",33,1,"1302","Non-Native 33","Non-Native",1302,"Unambiguous","Non-Filled-Gap"
