"subject","item","region","measure","condition","rawdata","group_G"
"Native 35",37,6,"tt",4,353,"Native"
"Native 35",42,6,"tt",1,0,"Native"
"Native 35",45,6,"tt",4,1267,"Native"
"Native 35",29,6,"tt",4,210,"Native"
"Native 35",32,6,"tt",3,2608,"Native"
"Native 35",41,6,"tt",4,724,"Native"
"Native 35",36,6,"tt",3,632,"Native"
"Native 35",48,6,"tt",3,985,"Native"
"Native 35",26,6,"tt",1,1283,"Native"
"Native 35",38,6,"tt",1,329,"Native"
"Native 35",44,6,"tt",3,347,"Native"
"Native 35",30,6,"tt",1,1007,"Native"
"Native 35",39,6,"tt",2,359,"Native"
"Native 35",33,6,"tt",4,432,"Native"
"Native 35",46,6,"tt",1,451,"Native"
"Native 35",34,6,"tt",1,1274,"Native"
"Native 35",28,6,"tt",3,248,"Native"
"Native 35",27,6,"tt",2,215,"Native"
"Native 35",35,6,"tt",2,412,"Native"
"Native 35",47,6,"tt",2,578,"Native"
"Native 36",48,6,"tt",4,542,"Native"
"Native 36",28,6,"tt",4,241,"Native"
"Native 36",29,6,"tt",1,392,"Native"
"Native 36",33,6,"tt",1,260,"Native"
"Native 36",39,6,"tt",3,291,"Native"
"Native 36",35,6,"tt",3,227,"Native"
"Native 36",45,6,"tt",1,635,"Native"
"Native 36",36,6,"tt",4,691,"Native"
"Native 36",42,6,"tt",2,287,"Native"
"Native 36",34,6,"tt",2,598,"Native"
"Native 36",25,6,"tt",1,0,"Native"
"Native 36",41,6,"tt",1,230,"Native"
"Native 36",26,6,"tt",2,579,"Native"
"Native 36",30,6,"tt",2,183,"Native"
"Native 36",43,6,"tt",3,129,"Native"
"Native 36",32,6,"tt",4,529,"Native"
"Native 36",31,6,"tt",3,168,"Native"
"Native 36",47,6,"tt",3,0,"Native"
"Native 36",44,6,"tt",4,101,"Native"
"Native 36",27,6,"tt",3,143,"Native"
"Native 36",46,6,"tt",2,197,"Native"
"Native 36",37,6,"tt",1,379,"Native"
"Native 36",38,6,"tt",2,183,"Native"
"Native 36",40,6,"tt",4,154,"Native"
"Native 37",29,6,"tt",2,848,"Native"
"Native 37",30,6,"tt",3,1250,"Native"
"Native 37",38,6,"tt",3,170,"Native"
"Native 37",40,6,"tt",1,612,"Native"
"Native 37",44,6,"tt",1,233,"Native"
"Native 37",47,6,"tt",4,407,"Native"
"Native 37",48,6,"tt",1,694,"Native"
"Native 37",26,6,"tt",3,633,"Native"
"Native 37",42,6,"tt",3,177,"Native"
"Native 37",31,6,"tt",4,339,"Native"
"Native 37",35,6,"tt",4,540,"Native"
"Native 37",32,6,"tt",1,512,"Native"
"Native 37",39,6,"tt",4,320,"Native"
"Native 37",41,6,"tt",2,310,"Native"
"Native 37",43,6,"tt",4,147,"Native"
"Native 37",27,6,"tt",4,702,"Native"
"Native 37",34,6,"tt",3,261,"Native"
"Native 37",25,6,"tt",2,287,"Native"
"Native 37",28,6,"tt",1,169,"Native"
"Native 37",46,6,"tt",3,471,"Native"
"Native 37",37,6,"tt",2,203,"Native"
"Native 37",36,6,"tt",1,758,"Native"
"Native 37",45,6,"tt",2,165,"Native"
"Native 37",33,6,"tt",2,249,"Native"
"Native 38",39,6,"tt",1,709,"Native"
"Native 38",41,6,"tt",3,320,"Native"
"Native 38",36,6,"tt",2,835,"Native"
"Native 38",40,6,"tt",2,460,"Native"
"Native 38",29,6,"tt",3,406,"Native"
"Native 38",45,6,"tt",3,148,"Native"
"Native 38",42,6,"tt",4,493,"Native"
"Native 38",26,6,"tt",4,727,"Native"
"Native 38",30,6,"tt",4,865,"Native"
"Native 38",35,6,"tt",1,346,"Native"
"Native 38",46,6,"tt",4,288,"Native"
"Native 38",33,6,"tt",3,169,"Native"
"Native 38",27,6,"tt",1,598,"Native"
"Native 38",44,6,"tt",2,151,"Native"
"Native 38",25,6,"tt",3,468,"Native"
"Native 38",32,6,"tt",2,824,"Native"
"Native 38",47,6,"tt",1,392,"Native"
"Native 38",31,6,"tt",1,264,"Native"
"Native 38",34,6,"tt",4,471,"Native"
"Native 38",38,6,"tt",4,396,"Native"
"Native 38",48,6,"tt",2,572,"Native"
"Native 38",43,6,"tt",1,126,"Native"
"Native 38",37,6,"tt",3,149,"Native"
"Native 38",28,6,"tt",2,320,"Native"
"Native 39",28,6,"tt",3,180,"Native"
"Native 39",29,6,"tt",4,509,"Native"
"Native 39",33,6,"tt",4,355,"Native"
"Native 39",25,6,"tt",4,1520,"Native"
"Native 39",32,6,"tt",3,505,"Native"
"Native 39",40,6,"tt",3,510,"Native"
"Native 39",46,6,"tt",1,403,"Native"
"Native 39",31,6,"tt",2,186,"Native"
"Native 39",43,6,"tt",2,0,"Native"
"Native 39",27,6,"tt",2,303,"Native"
"Native 39",37,6,"tt",4,217,"Native"
"Native 39",48,6,"tt",3,471,"Native"
"Native 39",47,6,"tt",2,401,"Native"
"Native 39",41,6,"tt",4,1032,"Native"
"Native 39",38,6,"tt",1,411,"Native"
"Native 39",26,6,"tt",1,845,"Native"
"Native 39",45,6,"tt",4,586,"Native"
"Native 39",39,6,"tt",2,888,"Native"
"Native 39",42,6,"tt",1,332,"Native"
"Native 39",36,6,"tt",3,1048,"Native"
"Native 39",34,6,"tt",1,803,"Native"
"Native 39",30,6,"tt",1,876,"Native"
"Native 39",35,6,"tt",2,280,"Native"
"Native 39",44,6,"tt",3,546,"Native"
"Native 40",39,6,"tt",3,299,"Native"
"Native 40",46,6,"tt",2,407,"Native"
"Native 40",34,6,"tt",2,735,"Native"
"Native 40",33,6,"tt",1,435,"Native"
"Native 40",27,6,"tt",3,293,"Native"
"Native 40",31,6,"tt",3,540,"Native"
"Native 40",48,6,"tt",4,341,"Native"
"Native 40",28,6,"tt",4,1617,"Native"
"Native 40",38,6,"tt",2,385,"Native"
"Native 40",44,6,"tt",4,263,"Native"
"Native 40",45,6,"tt",1,2017,"Native"
"Native 40",29,6,"tt",1,699,"Native"
"Native 40",26,6,"tt",2,605,"Native"
"Native 40",35,6,"tt",3,684,"Native"
"Native 40",47,6,"tt",3,278,"Native"
"Native 40",41,6,"tt",1,370,"Native"
"Native 40",36,6,"tt",4,1251,"Native"
"Native 40",25,6,"tt",1,307,"Native"
"Native 40",37,6,"tt",1,489,"Native"
"Native 40",32,6,"tt",4,576,"Native"
"Native 40",42,6,"tt",2,211,"Native"
"Native 40",30,6,"tt",2,883,"Native"
"Native 40",43,6,"tt",3,1165,"Native"
"Native 40",40,6,"tt",4,1024,"Native"
"Non-Native 1",45,2,"fp",1,454,"Non-Native"
"Non-Native 1",33,2,"fp",1,251,"Non-Native"
"Non-Native 1",36,2,"fp",4,297,"Non-Native"
"Non-Native 1",31,2,"fp",3,270,"Non-Native"
"Non-Native 1",48,2,"fp",4,327,"Non-Native"
"Non-Native 1",34,2,"fp",2,330,"Non-Native"
"Non-Native 1",32,2,"fp",4,293,"Non-Native"
"Non-Native 1",43,2,"fp",3,646,"Non-Native"
"Non-Native 1",47,2,"fp",3,178,"Non-Native"
"Non-Native 1",44,2,"fp",4,0,"Non-Native"
"Non-Native 1",25,2,"fp",1,474,"Non-Native"
"Non-Native 1",39,2,"fp",3,201,"Non-Native"
"Non-Native 1",46,2,"fp",2,191,"Non-Native"
"Non-Native 1",42,2,"fp",2,0,"Non-Native"
"Non-Native 1",29,2,"fp",1,650,"Non-Native"
"Non-Native 1",37,2,"fp",1,294,"Non-Native"
"Non-Native 1",41,2,"fp",1,168,"Non-Native"
"Non-Native 1",28,2,"fp",4,368,"Non-Native"
"Non-Native 1",35,2,"fp",3,0,"Non-Native"
"Non-Native 1",30,2,"fp",2,494,"Non-Native"
"Non-Native 1",38,2,"fp",2,261,"Non-Native"
"Non-Native 1",40,2,"fp",4,293,"Non-Native"
"Non-Native 1",26,2,"fp",2,116,"Non-Native"
"Non-Native 1",27,2,"fp",3,276,"Non-Native"
"Non-Native 2",28,2,"fp",1,647,"Non-Native"
"Non-Native 2",30,2,"fp",3,242,"Non-Native"
"Non-Native 2",29,2,"fp",2,357,"Non-Native"
"Non-Native 2",44,2,"fp",1,630,"Non-Native"
"Non-Native 2",34,2,"fp",3,745,"Non-Native"
"Non-Native 2",43,2,"fp",4,255,"Non-Native"
"Non-Native 2",26,2,"fp",3,293,"Non-Native"
"Non-Native 2",39,2,"fp",4,372,"Non-Native"
"Non-Native 2",27,2,"fp",4,0,"Non-Native"
"Non-Native 2",47,2,"fp",4,454,"Non-Native"
"Non-Native 2",32,2,"fp",1,0,"Non-Native"
"Non-Native 2",42,2,"fp",3,283,"Non-Native"
"Non-Native 2",36,2,"fp",1,386,"Non-Native"
"Non-Native 2",33,2,"fp",2,222,"Non-Native"
"Non-Native 2",48,2,"fp",1,353,"Non-Native"
"Non-Native 2",31,2,"fp",4,350,"Non-Native"
"Non-Native 2",46,2,"fp",3,357,"Non-Native"
"Non-Native 2",35,2,"fp",4,419,"Non-Native"
"Non-Native 2",38,2,"fp",3,394,"Non-Native"
"Non-Native 2",45,2,"fp",2,714,"Non-Native"
"Non-Native 2",37,2,"fp",2,379,"Non-Native"
"Non-Native 2",25,2,"fp",2,644,"Non-Native"
"Non-Native 2",40,2,"fp",1,584,"Non-Native"
"Non-Native 2",41,2,"fp",2,295,"Non-Native"
"Non-Native 3",40,2,"fp",2,117,"Non-Native"
"Non-Native 3",44,2,"fp",2,0,"Non-Native"
"Non-Native 3",36,2,"fp",2,223,"Non-Native"
"Non-Native 3",30,2,"fp",4,127,"Non-Native"
"Non-Native 3",33,2,"fp",3,201,"Non-Native"
"Non-Native 3",29,2,"fp",3,477,"Non-Native"
"Non-Native 3",27,2,"fp",1,478,"Non-Native"
"Non-Native 3",42,2,"fp",4,175,"Non-Native"
"Non-Native 3",46,2,"fp",4,353,"Non-Native"
"Non-Native 3",26,2,"fp",4,291,"Non-Native"
"Non-Native 3",25,2,"fp",3,322,"Non-Native"
"Non-Native 3",47,2,"fp",1,742,"Non-Native"
"Non-Native 3",34,2,"fp",4,402,"Non-Native"
"Non-Native 3",28,2,"fp",2,434,"Non-Native"
"Non-Native 3",39,2,"fp",1,438,"Non-Native"
"Non-Native 3",35,2,"fp",1,831,"Non-Native"
"Non-Native 3",37,2,"fp",3,275,"Non-Native"
"Non-Native 3",48,2,"fp",2,246,"Non-Native"
"Non-Native 3",43,2,"fp",1,759,"Non-Native"
"Non-Native 3",45,2,"fp",3,872,"Non-Native"
"Non-Native 3",32,2,"fp",2,379,"Non-Native"
"Non-Native 3",41,2,"fp",3,432,"Non-Native"
"Non-Native 3",31,2,"fp",1,591,"Non-Native"
"Non-Native 3",38,2,"fp",4,430,"Non-Native"
"Non-Native 4",45,2,"fp",4,210,"Non-Native"
"Non-Native 4",47,2,"fp",2,1248,"Non-Native"
"Non-Native 4",28,2,"fp",3,684,"Non-Native"
"Non-Native 4",44,2,"fp",3,270,"Non-Native"
"Non-Native 4",25,2,"fp",4,301,"Non-Native"
"Non-Native 4",36,2,"fp",3,316,"Non-Native"
"Non-Native 4",26,2,"fp",1,250,"Non-Native"
"Non-Native 4",48,2,"fp",3,190,"Non-Native"
"Non-Native 4",42,2,"fp",1,205,"Non-Native"
"Non-Native 4",34,2,"fp",1,264,"Non-Native"
"Non-Native 4",40,2,"fp",3,463,"Non-Native"
"Non-Native 4",38,2,"fp",1,301,"Non-Native"
"Non-Native 4",46,2,"fp",1,366,"Non-Native"
"Non-Native 4",37,2,"fp",4,243,"Non-Native"
"Non-Native 4",31,2,"fp",2,185,"Non-Native"
"Non-Native 4",43,2,"fp",2,282,"Non-Native"
"Non-Native 4",35,2,"fp",2,815,"Non-Native"
"Non-Native 4",33,2,"fp",4,231,"Non-Native"
"Non-Native 4",27,2,"fp",2,437,"Non-Native"
"Non-Native 4",39,2,"fp",2,0,"Non-Native"
"Non-Native 4",32,2,"fp",3,186,"Non-Native"
"Non-Native 4",30,2,"fp",1,217,"Non-Native"
"Non-Native 4",41,2,"fp",4,276,"Non-Native"
"Non-Native 4",29,2,"fp",4,136,"Non-Native"
"Non-Native 5",40,2,"fp",4,0,"Non-Native"
"Non-Native 5",47,2,"fp",3,193,"Non-Native"
"Non-Native 5",33,2,"fp",1,507,"Non-Native"
"Non-Native 5",48,2,"fp",4,263,"Non-Native"
"Non-Native 5",28,2,"fp",4,104,"Non-Native"
"Non-Native 5",31,2,"fp",3,401,"Non-Native"
"Non-Native 5",29,2,"fp",1,521,"Non-Native"
"Non-Native 5",42,2,"fp",2,453,"Non-Native"
"Non-Native 5",43,2,"fp",3,489,"Non-Native"
"Non-Native 5",38,2,"fp",2,342,"Non-Native"
"Non-Native 5",26,2,"fp",2,276,"Non-Native"
"Non-Native 5",34,2,"fp",2,718,"Non-Native"
"Non-Native 5",45,2,"fp",1,269,"Non-Native"
"Non-Native 5",37,2,"fp",1,966,"Non-Native"
"Non-Native 5",41,2,"fp",1,162,"Non-Native"
"Non-Native 5",46,2,"fp",2,311,"Non-Native"
"Non-Native 5",44,2,"fp",4,0,"Non-Native"
"Non-Native 5",27,2,"fp",3,348,"Non-Native"
"Non-Native 5",30,2,"fp",2,0,"Non-Native"
"Non-Native 5",36,2,"fp",4,471,"Non-Native"
"Non-Native 5",25,2,"fp",1,397,"Non-Native"
"Non-Native 5",32,2,"fp",4,172,"Non-Native"
"Non-Native 5",35,2,"fp",3,188,"Non-Native"
"Non-Native 5",39,2,"fp",3,297,"Non-Native"
"Non-Native 6",46,2,"fp",3,241,"Non-Native"
"Non-Native 6",26,2,"fp",3,128,"Non-Native"
"Non-Native 6",35,2,"fp",4,350,"Non-Native"
"Non-Native 6",40,2,"fp",1,313,"Non-Native"
"Non-Native 6",36,2,"fp",1,402,"Non-Native"
"Non-Native 6",43,2,"fp",4,622,"Non-Native"
"Non-Native 6",44,2,"fp",1,183,"Non-Native"
"Non-Native 6",48,2,"fp",1,274,"Non-Native"
"Non-Native 6",30,2,"fp",3,377,"Non-Native"
"Non-Native 6",34,2,"fp",3,246,"Non-Native"
"Non-Native 6",31,2,"fp",4,286,"Non-Native"
"Non-Native 6",38,2,"fp",3,468,"Non-Native"
"Non-Native 6",33,2,"fp",2,465,"Non-Native"
"Non-Native 6",41,2,"fp",2,486,"Non-Native"
"Non-Native 6",29,2,"fp",2,398,"Non-Native"
"Non-Native 6",32,2,"fp",1,365,"Non-Native"
"Non-Native 6",28,2,"fp",1,217,"Non-Native"
"Non-Native 6",37,2,"fp",2,290,"Non-Native"
"Non-Native 6",27,2,"fp",4,390,"Non-Native"
"Non-Native 6",42,2,"fp",3,295,"Non-Native"
"Non-Native 6",39,2,"fp",4,215,"Non-Native"
"Non-Native 6",47,2,"fp",4,393,"Non-Native"
"Non-Native 6",45,2,"fp",2,537,"Non-Native"
"Non-Native 6",25,2,"fp",2,427,"Non-Native"
"Non-Native 7",41,2,"fp",3,229,"Non-Native"
"Non-Native 7",35,2,"fp",1,412,"Non-Native"
"Non-Native 7",43,2,"fp",1,977,"Non-Native"
"Non-Native 7",32,2,"fp",2,0,"Non-Native"
"Non-Native 7",37,2,"fp",3,262,"Non-Native"
"Non-Native 7",30,2,"fp",4,126,"Non-Native"
"Non-Native 7",34,2,"fp",4,240,"Non-Native"
"Non-Native 7",36,2,"fp",2,207,"Non-Native"
"Non-Native 7",25,2,"fp",3,197,"Non-Native"
"Non-Native 7",48,2,"fp",2,270,"Non-Native"
"Non-Native 7",42,2,"fp",4,270,"Non-Native"
"Non-Native 7",29,2,"fp",3,349,"Non-Native"
"Non-Native 7",47,2,"fp",1,358,"Non-Native"
"Non-Native 7",31,2,"fp",1,280,"Non-Native"
"Non-Native 7",45,2,"fp",3,295,"Non-Native"
"Non-Native 7",33,2,"fp",3,292,"Non-Native"
"Non-Native 7",46,2,"fp",4,651,"Non-Native"
"Non-Native 7",27,2,"fp",1,280,"Non-Native"
"Non-Native 7",39,2,"fp",1,463,"Non-Native"
"Non-Native 7",28,2,"fp",2,735,"Non-Native"
"Non-Native 7",26,2,"fp",4,180,"Non-Native"
"Non-Native 7",44,2,"fp",2,438,"Non-Native"
"Non-Native 7",38,2,"fp",4,298,"Non-Native"
"Non-Native 7",40,2,"fp",2,106,"Non-Native"
"Non-Native 8",33,2,"fp",4,0,"Non-Native"
"Non-Native 8",37,2,"fp",4,270,"Non-Native"
"Non-Native 8",48,2,"fp",3,394,"Non-Native"
"Non-Native 8",36,2,"fp",3,409,"Non-Native"
"Non-Native 8",34,2,"fp",1,228,"Non-Native"
"Non-Native 8",47,2,"fp",2,0,"Non-Native"
"Non-Native 8",27,2,"fp",2,284,"Non-Native"
"Non-Native 8",45,2,"fp",4,228,"Non-Native"
"Non-Native 8",42,2,"fp",1,301,"Non-Native"
"Non-Native 8",28,2,"fp",3,421,"Non-Native"
"Non-Native 8",32,2,"fp",3,357,"Non-Native"
"Non-Native 8",41,2,"fp",4,210,"Non-Native"
"Non-Native 8",39,2,"fp",2,236,"Non-Native"
"Non-Native 8",44,2,"fp",3,193,"Non-Native"
"Non-Native 8",38,2,"fp",1,258,"Non-Native"
"Non-Native 8",46,2,"fp",1,229,"Non-Native"
"Non-Native 8",26,2,"fp",1,381,"Non-Native"
"Non-Native 8",30,2,"fp",1,514,"Non-Native"
"Non-Native 8",29,2,"fp",4,246,"Non-Native"
"Non-Native 8",25,2,"fp",4,392,"Non-Native"
"Non-Native 8",35,2,"fp",2,162,"Non-Native"
"Non-Native 8",43,2,"fp",2,243,"Non-Native"
"Non-Native 8",31,2,"fp",2,250,"Non-Native"
"Non-Native 8",40,2,"fp",3,361,"Non-Native"
"Non-Native 9",26,2,"fp",2,281,"Non-Native"
"Non-Native 9",34,2,"fp",2,196,"Non-Native"
"Non-Native 9",35,2,"fp",3,474,"Non-Native"
"Non-Native 9",29,2,"fp",1,250,"Non-Native"
"Non-Native 9",32,2,"fp",4,245,"Non-Native"
"Non-Native 9",31,2,"fp",3,214,"Non-Native"
"Non-Native 9",28,2,"fp",4,284,"Non-Native"
"Non-Native 9",46,2,"fp",2,242,"Non-Native"
"Non-Native 9",42,2,"fp",2,242,"Non-Native"
"Non-Native 9",30,2,"fp",2,187,"Non-Native"
"Non-Native 9",39,2,"fp",3,353,"Non-Native"
"Non-Native 9",48,2,"fp",4,191,"Non-Native"
"Non-Native 9",25,2,"fp",1,169,"Non-Native"
"Non-Native 9",36,2,"fp",4,299,"Non-Native"
"Non-Native 9",47,2,"fp",3,346,"Non-Native"
"Non-Native 9",44,2,"fp",4,440,"Non-Native"
"Non-Native 9",45,2,"fp",1,266,"Non-Native"
"Non-Native 9",33,2,"fp",1,294,"Non-Native"
"Non-Native 9",41,2,"fp",1,396,"Non-Native"
"Non-Native 9",38,2,"fp",2,279,"Non-Native"
"Non-Native 9",37,2,"fp",1,0,"Non-Native"
"Non-Native 9",27,2,"fp",3,328,"Non-Native"
"Non-Native 9",43,2,"fp",3,448,"Non-Native"
"Non-Native 9",40,2,"fp",4,252,"Non-Native"
"Non-Native 10",34,2,"fp",3,490,"Non-Native"
"Non-Native 10",36,2,"fp",1,307,"Non-Native"
"Non-Native 10",32,2,"fp",1,176,"Non-Native"
"Non-Native 10",37,2,"fp",2,540,"Non-Native"
"Non-Native 10",25,2,"fp",2,395,"Non-Native"
"Non-Native 10",47,2,"fp",4,0,"Non-Native"
"Non-Native 10",28,2,"fp",1,273,"Non-Native"
"Non-Native 10",33,2,"fp",2,0,"Non-Native"
"Non-Native 10",27,2,"fp",4,255,"Non-Native"
"Non-Native 10",26,2,"fp",3,531,"Non-Native"
"Non-Native 10",30,2,"fp",3,190,"Non-Native"
"Non-Native 10",44,2,"fp",1,174,"Non-Native"
"Non-Native 10",29,2,"fp",2,280,"Non-Native"
"Non-Native 10",42,2,"fp",3,198,"Non-Native"
"Non-Native 10",46,2,"fp",3,820,"Non-Native"
"Non-Native 10",40,2,"fp",1,259,"Non-Native"
"Non-Native 10",39,2,"fp",4,439,"Non-Native"
"Non-Native 10",38,2,"fp",3,358,"Non-Native"
"Non-Native 10",43,2,"fp",4,205,"Non-Native"
"Non-Native 10",35,2,"fp",4,0,"Non-Native"
"Non-Native 10",31,2,"fp",4,209,"Non-Native"
"Non-Native 10",48,2,"fp",1,388,"Non-Native"
"Non-Native 10",41,2,"fp",2,746,"Non-Native"
"Non-Native 10",45,2,"fp",2,578,"Non-Native"
"Non-Native 11",27,2,"fp",1,564,"Non-Native"
"Non-Native 11",47,2,"fp",1,243,"Non-Native"
"Non-Native 11",35,2,"fp",1,426,"Non-Native"
"Non-Native 11",34,2,"fp",4,501,"Non-Native"
"Non-Native 11",40,2,"fp",2,886,"Non-Native"
"Non-Native 11",29,2,"fp",3,587,"Non-Native"
"Non-Native 11",32,2,"fp",2,260,"Non-Native"
"Non-Native 11",31,2,"fp",1,758,"Non-Native"
"Non-Native 11",41,2,"fp",3,229,"Non-Native"
"Non-Native 11",28,2,"fp",2,380,"Non-Native"
"Non-Native 11",43,2,"fp",1,534,"Non-Native"
"Non-Native 11",26,2,"fp",4,318,"Non-Native"
"Non-Native 11",44,2,"fp",2,397,"Non-Native"
"Non-Native 11",36,2,"fp",2,213,"Non-Native"
"Non-Native 11",46,2,"fp",4,258,"Non-Native"
"Non-Native 11",30,2,"fp",4,345,"Non-Native"
"Non-Native 11",48,2,"fp",2,303,"Non-Native"
"Non-Native 11",37,2,"fp",3,537,"Non-Native"
"Non-Native 11",33,2,"fp",3,538,"Non-Native"
"Non-Native 11",39,2,"fp",1,707,"Non-Native"
"Non-Native 11",38,2,"fp",4,427,"Non-Native"
"Non-Native 11",45,2,"fp",3,723,"Non-Native"
"Non-Native 11",42,2,"fp",4,0,"Non-Native"
"Non-Native 11",25,2,"fp",3,470,"Non-Native"
"Non-Native 12",38,2,"fp",3,367,"Non-Native"
"Non-Native 12",44,2,"fp",1,271,"Non-Native"
"Non-Native 12",30,2,"fp",3,278,"Non-Native"
"Non-Native 12",35,2,"fp",4,390,"Non-Native"
"Non-Native 12",46,2,"fp",3,233,"Non-Native"
"Non-Native 12",48,2,"fp",1,509,"Non-Native"
"Non-Native 12",42,2,"fp",3,166,"Non-Native"
"Non-Native 12",29,2,"fp",2,275,"Non-Native"
"Non-Native 12",40,2,"fp",1,331,"Non-Native"
"Non-Native 12",32,2,"fp",1,486,"Non-Native"
"Non-Native 12",47,2,"fp",4,338,"Non-Native"
"Non-Native 12",33,2,"fp",2,400,"Non-Native"
"Non-Native 12",37,2,"fp",2,412,"Non-Native"
"Non-Native 12",43,2,"fp",4,276,"Non-Native"
"Non-Native 12",41,2,"fp",2,167,"Non-Native"
"Non-Native 12",31,2,"fp",4,366,"Non-Native"
"Non-Native 12",25,2,"fp",2,1124,"Non-Native"
"Non-Native 12",36,2,"fp",1,196,"Non-Native"
"Non-Native 12",34,2,"fp",3,403,"Non-Native"
"Non-Native 12",39,2,"fp",4,324,"Non-Native"
"Non-Native 12",28,2,"fp",1,552,"Non-Native"
"Non-Native 12",26,2,"fp",3,335,"Non-Native"
"Non-Native 12",27,2,"fp",4,485,"Non-Native"
"Non-Native 12",45,2,"fp",2,851,"Non-Native"
"Non-Native 13",40,2,"fp",3,503,"Non-Native"
"Non-Native 13",25,2,"fp",4,361,"Non-Native"
"Non-Native 13",43,2,"fp",2,406,"Non-Native"
"Non-Native 13",31,2,"fp",2,504,"Non-Native"
"Non-Native 13",27,2,"fp",2,157,"Non-Native"
"Non-Native 13",26,2,"fp",1,288,"Non-Native"
"Non-Native 13",42,2,"fp",1,302,"Non-Native"
"Non-Native 13",28,2,"fp",3,219,"Non-Native"
"Non-Native 13",45,2,"fp",4,301,"Non-Native"
"Non-Native 13",37,2,"fp",4,210,"Non-Native"
"Non-Native 13",36,2,"fp",3,172,"Non-Native"
"Non-Native 13",38,2,"fp",1,271,"Non-Native"
"Non-Native 13",44,2,"fp",3,184,"Non-Native"
"Non-Native 13",48,2,"fp",3,168,"Non-Native"
"Non-Native 13",46,2,"fp",1,717,"Non-Native"
"Non-Native 13",29,2,"fp",4,465,"Non-Native"
"Non-Native 13",30,2,"fp",1,416,"Non-Native"
"Non-Native 13",41,2,"fp",4,307,"Non-Native"
"Non-Native 13",32,2,"fp",3,261,"Non-Native"
"Non-Native 13",33,2,"fp",4,187,"Non-Native"
"Non-Native 13",39,2,"fp",2,293,"Non-Native"
"Non-Native 13",34,2,"fp",1,122,"Non-Native"
"Non-Native 13",35,2,"fp",2,221,"Non-Native"
"Non-Native 13",47,2,"fp",2,322,"Non-Native"
"Non-Native 14",48,2,"fp",4,223,"Non-Native"
"Non-Native 14",38,2,"fp",2,264,"Non-Native"
"Non-Native 14",33,2,"fp",1,203,"Non-Native"
"Non-Native 14",27,2,"fp",3,458,"Non-Native"
"Non-Native 14",28,2,"fp",4,433,"Non-Native"
"Non-Native 14",40,2,"fp",4,217,"Non-Native"
"Non-Native 14",41,2,"fp",1,245,"Non-Native"
"Non-Native 14",42,2,"fp",2,189,"Non-Native"
"Non-Native 14",43,2,"fp",3,463,"Non-Native"
"Non-Native 14",35,2,"fp",3,495,"Non-Native"
"Non-Native 14",26,2,"fp",2,583,"Non-Native"
"Non-Native 14",46,2,"fp",2,285,"Non-Native"
"Non-Native 14",25,2,"fp",1,1093,"Non-Native"
"Non-Native 14",45,2,"fp",1,294,"Non-Native"
"Non-Native 14",39,2,"fp",3,267,"Non-Native"
"Non-Native 14",44,2,"fp",4,329,"Non-Native"
"Non-Native 14",32,2,"fp",4,268,"Non-Native"
"Non-Native 14",30,2,"fp",2,590,"Non-Native"
"Non-Native 14",29,2,"fp",1,487,"Non-Native"
"Non-Native 14",36,2,"fp",4,202,"Non-Native"
"Non-Native 14",47,2,"fp",3,0,"Non-Native"
"Non-Native 14",34,2,"fp",2,257,"Non-Native"
"Non-Native 14",37,2,"fp",1,201,"Non-Native"
"Non-Native 14",31,2,"fp",3,489,"Non-Native"
"Non-Native 15",42,2,"fp",3,253,"Non-Native"
"Non-Native 15",46,2,"fp",3,508,"Non-Native"
"Non-Native 15",44,2,"fp",1,630,"Non-Native"
"Non-Native 15",30,2,"fp",3,280,"Non-Native"
"Non-Native 15",25,2,"fp",2,354,"Non-Native"
"Non-Native 15",32,2,"fp",1,232,"Non-Native"
"Non-Native 15",28,2,"fp",1,477,"Non-Native"
"Non-Native 15",39,2,"fp",4,0,"Non-Native"
"Non-Native 15",27,2,"fp",4,596,"Non-Native"
"Non-Native 15",48,2,"fp",1,282,"Non-Native"
"Non-Native 15",41,2,"fp",2,220,"Non-Native"
"Non-Native 15",33,2,"fp",2,242,"Non-Native"
"Non-Native 15",29,2,"fp",2,383,"Non-Native"
"Non-Native 15",35,2,"fp",4,359,"Non-Native"
"Non-Native 15",31,2,"fp",4,351,"Non-Native"
"Non-Native 15",26,2,"fp",3,542,"Non-Native"
"Non-Native 15",40,2,"fp",1,811,"Non-Native"
"Non-Native 15",38,2,"fp",3,141,"Non-Native"
"Non-Native 15",34,2,"fp",3,555,"Non-Native"
"Non-Native 15",45,2,"fp",2,458,"Non-Native"
"Non-Native 15",43,2,"fp",4,706,"Non-Native"
"Non-Native 15",37,2,"fp",2,267,"Non-Native"
"Non-Native 15",47,2,"fp",4,0,"Non-Native"
"Non-Native 15",36,2,"fp",1,176,"Non-Native"
"Non-Native 16",46,2,"fp",4,294,"Non-Native"
"Non-Native 16",44,2,"fp",2,210,"Non-Native"
"Non-Native 16",29,2,"fp",3,384,"Non-Native"
"Non-Native 16",28,2,"fp",2,248,"Non-Native"
"Non-Native 16",37,2,"fp",3,207,"Non-Native"
"Non-Native 16",39,2,"fp",1,185,"Non-Native"
"Non-Native 16",43,2,"fp",1,155,"Non-Native"
"Non-Native 16",41,2,"fp",3,211,"Non-Native"
"Non-Native 16",32,2,"fp",2,575,"Non-Native"
"Non-Native 16",31,2,"fp",1,150,"Non-Native"
