"subject","item","region","measure","condition","rawdata","group_G"
"Native 10",48,6,"tt",1,1014,"Native"
"Native 10",39,6,"tt",4,1271,"Native"
"Native 10",44,6,"tt",1,573,"Native"
"Native 10",42,6,"tt",3,578,"Native"
"Native 10",33,6,"tt",2,970,"Native"
"Native 10",35,6,"tt",4,449,"Native"
"Native 10",27,6,"tt",4,351,"Native"
"Native 10",34,6,"tt",3,963,"Native"
"Native 10",46,6,"tt",3,1056,"Native"
"Native 10",28,6,"tt",1,999,"Native"
"Native 10",47,6,"tt",4,1233,"Native"
"Native 10",29,6,"tt",2,581,"Native"
"Native 10",26,6,"tt",3,1160,"Native"
"Native 10",31,6,"tt",4,792,"Native"
"Native 10",45,6,"tt",2,706,"Native"
"Native 10",32,6,"tt",1,874,"Native"
"Native 10",40,6,"tt",1,1471,"Native"
"Native 10",37,6,"tt",2,1045,"Native"
"Native 10",25,6,"tt",2,546,"Native"
"Native 10",36,6,"tt",1,1549,"Native"
"Native 10",41,6,"tt",2,425,"Native"
"Native 10",30,6,"tt",3,372,"Native"
"Native 10",38,6,"tt",3,1278,"Native"
"Native 11",27,6,"tt",1,1407,"Native"
"Native 11",44,6,"tt",2,1228,"Native"
"Native 11",38,6,"tt",4,452,"Native"
"Native 11",46,6,"tt",4,532,"Native"
"Native 11",43,6,"tt",1,0,"Native"
"Native 11",25,6,"tt",3,240,"Native"
"Native 11",36,6,"tt",2,596,"Native"
"Native 11",47,6,"tt",1,900,"Native"
"Native 11",45,6,"tt",3,546,"Native"
"Native 11",32,6,"tt",2,179,"Native"
"Native 11",28,6,"tt",2,145,"Native"
"Native 11",48,6,"tt",2,310,"Native"
"Native 11",37,6,"tt",3,281,"Native"
"Native 11",31,6,"tt",1,229,"Native"
"Native 11",34,6,"tt",4,306,"Native"
"Native 11",30,6,"tt",4,248,"Native"
"Native 11",39,6,"tt",1,192,"Native"
"Native 11",33,6,"tt",3,0,"Native"
"Native 11",40,6,"tt",2,210,"Native"
"Native 11",26,6,"tt",4,385,"Native"
"Native 11",41,6,"tt",3,0,"Native"
"Native 11",42,6,"tt",4,376,"Native"
"Native 11",29,6,"tt",3,1172,"Native"
"Native 11",35,6,"tt",1,0,"Native"
"Native 12",38,6,"tt",3,915,"Native"
"Native 12",44,6,"tt",1,435,"Native"
"Native 12",30,6,"tt",3,397,"Native"
"Native 12",35,6,"tt",4,1262,"Native"
"Native 12",46,6,"tt",3,1066,"Native"
"Native 12",48,6,"tt",1,746,"Native"
"Native 12",42,6,"tt",3,897,"Native"
"Native 12",29,6,"tt",2,334,"Native"
"Native 12",40,6,"tt",1,142,"Native"
"Native 12",32,6,"tt",1,270,"Native"
"Native 12",47,6,"tt",4,182,"Native"
"Native 12",33,6,"tt",2,725,"Native"
"Native 12",37,6,"tt",2,168,"Native"
"Native 12",43,6,"tt",4,1197,"Native"
"Native 12",41,6,"tt",2,573,"Native"
"Native 12",31,6,"tt",4,187,"Native"
"Native 12",25,6,"tt",2,154,"Native"
"Native 12",36,6,"tt",1,809,"Native"
"Native 12",34,6,"tt",3,1258,"Native"
"Native 12",39,6,"tt",4,697,"Native"
"Native 12",28,6,"tt",1,353,"Native"
"Native 12",26,6,"tt",3,833,"Native"
"Native 12",27,6,"tt",4,776,"Native"
"Native 12",45,6,"tt",2,1195,"Native"
"Native 13",47,6,"tt",2,404,"Native"
"Native 13",25,6,"tt",4,304,"Native"
"Native 13",34,6,"tt",1,499,"Native"
"Native 13",45,6,"tt",4,177,"Native"
"Native 13",36,6,"tt",3,571,"Native"
"Native 13",29,6,"tt",4,1119,"Native"
"Native 13",48,6,"tt",3,376,"Native"
"Native 13",37,6,"tt",4,182,"Native"
"Native 13",30,6,"tt",1,668,"Native"
"Native 13",33,6,"tt",4,179,"Native"
"Native 13",32,6,"tt",3,497,"Native"
"Native 13",39,6,"tt",2,768,"Native"
"Native 13",27,6,"tt",2,330,"Native"
"Native 13",41,6,"tt",4,705,"Native"
"Native 13",44,6,"tt",3,176,"Native"
"Native 13",35,6,"tt",2,201,"Native"
"Native 13",46,6,"tt",1,609,"Native"
"Native 13",28,6,"tt",3,174,"Native"
"Native 13",26,6,"tt",1,691,"Native"
"Native 13",42,6,"tt",1,395,"Native"
"Native 13",40,6,"tt",3,220,"Native"
"Native 13",31,6,"tt",2,307,"Native"
"Native 13",43,6,"tt",2,193,"Native"
"Native 13",38,6,"tt",1,503,"Native"
"Native 14",40,6,"tt",4,1511,"Native"
"Native 14",47,6,"tt",3,1025,"Native"
"Native 14",41,6,"tt",1,304,"Native"
"Native 14",48,6,"tt",4,387,"Native"
"Native 14",31,6,"tt",3,439,"Native"
"Native 14",44,6,"tt",4,199,"Native"
"Native 14",25,6,"tt",1,527,"Native"
"Native 14",36,6,"tt",4,804,"Native"
"Native 14",27,6,"tt",3,310,"Native"
"Native 14",28,6,"tt",4,499,"Native"
"Native 14",32,6,"tt",4,1229,"Native"
"Native 14",38,6,"tt",2,422,"Native"
"Native 14",42,6,"tt",2,384,"Native"
"Native 14",37,6,"tt",1,378,"Native"
"Native 14",29,6,"tt",1,363,"Native"
"Native 14",39,6,"tt",3,307,"Native"
"Native 14",35,6,"tt",3,402,"Native"
"Native 14",45,6,"tt",1,850,"Native"
"Native 14",34,6,"tt",2,516,"Native"
"Native 14",46,6,"tt",2,721,"Native"
"Native 14",26,6,"tt",2,1332,"Native"
"Native 14",33,6,"tt",1,298,"Native"
"Native 14",43,6,"tt",3,0,"Native"
"Native 14",30,6,"tt",2,492,"Native"
"Native 15",26,6,"tt",3,383,"Native"
"Native 15",40,6,"tt",1,555,"Native"
"Native 15",36,6,"tt",1,350,"Native"
"Native 15",39,6,"tt",4,1045,"Native"
"Native 15",47,6,"tt",4,402,"Native"
"Native 15",46,6,"tt",3,369,"Native"
"Native 15",38,6,"tt",3,327,"Native"
"Native 15",28,6,"tt",1,237,"Native"
"Native 15",44,6,"tt",1,0,"Native"
"Native 15",27,6,"tt",4,576,"Native"
"Native 15",42,6,"tt",3,196,"Native"
"Native 15",33,6,"tt",2,306,"Native"
"Native 15",41,6,"tt",2,181,"Native"
"Native 15",43,6,"tt",4,388,"Native"
"Native 15",37,6,"tt",2,400,"Native"
"Native 15",34,6,"tt",3,644,"Native"
"Native 15",25,6,"tt",2,677,"Native"
"Native 15",29,6,"tt",2,831,"Native"
"Native 15",48,6,"tt",1,317,"Native"
"Native 15",45,6,"tt",2,187,"Native"
"Native 15",31,6,"tt",4,180,"Native"
"Native 15",35,6,"tt",4,780,"Native"
"Native 15",30,6,"tt",3,383,"Native"
"Native 15",32,6,"tt",1,510,"Native"
"Native 16",43,6,"tt",1,175,"Native"
"Native 16",39,6,"tt",1,248,"Native"
"Native 16",42,6,"tt",4,258,"Native"
"Native 16",28,6,"tt",2,204,"Native"
"Native 16",48,6,"tt",2,380,"Native"
"Native 16",44,6,"tt",2,0,"Native"
"Native 16",33,6,"tt",3,170,"Native"
"Native 16",40,6,"tt",2,187,"Native"
"Native 16",47,6,"tt",1,0,"Native"
"Native 16",36,6,"tt",2,0,"Native"
"Native 16",29,6,"tt",3,387,"Native"
"Native 16",45,6,"tt",3,289,"Native"
"Native 16",27,6,"tt",1,191,"Native"
"Native 16",35,6,"tt",1,110,"Native"
"Native 16",32,6,"tt",2,506,"Native"
"Native 16",31,6,"tt",1,146,"Native"
"Native 16",46,6,"tt",4,239,"Native"
"Native 16",25,6,"tt",3,145,"Native"
"Native 16",26,6,"tt",4,413,"Native"
"Native 16",37,6,"tt",3,159,"Native"
"Native 16",34,6,"tt",4,882,"Native"
"Native 16",30,6,"tt",4,0,"Native"
"Native 16",38,6,"tt",4,530,"Native"
"Native 16",41,6,"tt",3,120,"Native"
"Native 17",32,6,"tt",3,1582,"Native"
"Native 17",46,6,"tt",1,790,"Native"
"Native 17",40,6,"tt",3,1528,"Native"
"Native 17",26,6,"tt",1,982,"Native"
"Native 17",37,6,"tt",4,370,"Native"
"Native 17",25,6,"tt",4,703,"Native"
"Native 17",43,6,"tt",2,126,"Native"
"Native 17",30,6,"tt",1,1452,"Native"
"Native 17",34,6,"tt",1,948,"Native"
"Native 17",27,6,"tt",2,220,"Native"
"Native 17",45,6,"tt",4,1239,"Native"
"Native 17",44,6,"tt",3,174,"Native"
"Native 17",35,6,"tt",2,434,"Native"
"Native 17",33,6,"tt",4,542,"Native"
"Native 17",47,6,"tt",2,690,"Native"
"Native 17",48,6,"tt",3,1535,"Native"
"Native 17",36,6,"tt",3,380,"Native"
"Native 17",29,6,"tt",4,1127,"Native"
"Native 17",38,6,"tt",1,373,"Native"
"Native 17",31,6,"tt",2,743,"Native"
"Native 17",41,6,"tt",4,308,"Native"
"Native 17",28,6,"tt",3,376,"Native"
"Native 17",42,6,"tt",1,363,"Native"
"Native 17",39,6,"tt",2,333,"Native"
"Native 18",43,6,"tt",3,262,"Native"
"Native 18",33,6,"tt",1,527,"Native"
"Native 18",42,6,"tt",2,1215,"Native"
"Native 18",47,6,"tt",3,859,"Native"
"Native 18",27,6,"tt",3,275,"Native"
"Native 18",39,6,"tt",3,364,"Native"
"Native 18",35,6,"tt",3,323,"Native"
"Native 18",48,6,"tt",4,850,"Native"
"Native 18",36,6,"tt",4,1311,"Native"
"Native 18",41,6,"tt",1,1438,"Native"
"Native 18",26,6,"tt",2,2793,"Native"
"Native 18",44,6,"tt",4,212,"Native"
"Native 18",32,6,"tt",4,1021,"Native"
"Native 18",40,6,"tt",4,516,"Native"
"Native 18",34,6,"tt",2,1338,"Native"
"Native 18",46,6,"tt",2,263,"Native"
"Native 18",45,6,"tt",1,428,"Native"
"Native 18",37,6,"tt",1,150,"Native"
"Native 18",25,6,"tt",1,297,"Native"
"Native 18",31,6,"tt",3,0,"Native"
"Native 18",29,6,"tt",1,1323,"Native"
"Native 18",30,6,"tt",2,639,"Native"
"Native 18",38,6,"tt",2,1160,"Native"
"Native 18",28,6,"tt",4,888,"Native"
"Native 19",30,6,"tt",3,754,"Native"
"Native 19",29,6,"tt",2,1404,"Native"
"Native 19",37,6,"tt",2,706,"Native"
"Native 19",25,6,"tt",2,922,"Native"
"Native 19",34,6,"tt",3,511,"Native"
"Native 19",43,6,"tt",4,808,"Native"
"Native 19",36,6,"tt",1,868,"Native"
"Native 19",28,6,"tt",1,907,"Native"
"Native 19",27,6,"tt",4,744,"Native"
"Native 19",42,6,"tt",3,352,"Native"
"Native 19",44,6,"tt",1,228,"Native"
"Native 19",47,6,"tt",4,608,"Native"
"Native 19",31,6,"tt",4,654,"Native"
"Native 19",45,6,"tt",2,1382,"Native"
"Native 19",46,6,"tt",3,796,"Native"
"Native 19",40,6,"tt",1,691,"Native"
"Native 19",39,6,"tt",4,1102,"Native"
"Native 19",32,6,"tt",1,1110,"Native"
"Native 19",35,6,"tt",4,1074,"Native"
"Native 19",26,6,"tt",3,752,"Native"
"Native 19",48,6,"tt",1,1058,"Native"
"Native 19",41,6,"tt",2,246,"Native"
"Native 19",33,6,"tt",2,1174,"Native"
"Native 19",38,6,"tt",3,1016,"Native"
"Native 20",47,6,"tt",1,1000,"Native"
"Native 20",33,6,"tt",3,1411,"Native"
"Native 20",31,6,"tt",1,306,"Native"
"Native 20",46,6,"tt",4,1045,"Native"
"Native 20",45,6,"tt",3,122,"Native"
"Native 20",28,6,"tt",2,572,"Native"
"Native 20",26,6,"tt",4,1457,"Native"
"Native 20",27,6,"tt",1,381,"Native"
"Native 20",34,6,"tt",4,468,"Native"
"Native 20",30,6,"tt",4,490,"Native"
"Native 20",44,6,"tt",2,0,"Native"
"Native 20",37,6,"tt",3,311,"Native"
"Native 20",32,6,"tt",2,653,"Native"
"Native 20",39,6,"tt",1,482,"Native"
"Native 20",35,6,"tt",1,365,"Native"
"Native 20",41,6,"tt",3,371,"Native"
"Native 20",29,6,"tt",3,1098,"Native"
"Native 20",38,6,"tt",4,791,"Native"
"Native 20",40,6,"tt",2,1708,"Native"
"Native 20",36,6,"tt",2,1378,"Native"
"Native 20",25,6,"tt",3,165,"Native"
"Native 20",48,6,"tt",2,512,"Native"
"Native 20",42,6,"tt",4,1188,"Native"
"Native 20",43,6,"tt",1,502,"Native"
"Native 21",36,6,"tt",3,544,"Native"
"Native 21",46,6,"tt",1,1508,"Native"
"Native 21",45,6,"tt",4,346,"Native"
"Native 21",42,6,"tt",1,372,"Native"
"Native 21",41,6,"tt",4,388,"Native"
"Native 21",38,6,"tt",1,537,"Native"
"Native 21",28,6,"tt",3,184,"Native"
"Native 21",40,6,"tt",3,527,"Native"
"Native 21",47,6,"tt",2,526,"Native"
"Native 21",30,6,"tt",1,341,"Native"
"Native 21",43,6,"tt",2,198,"Native"
"Native 21",32,6,"tt",3,625,"Native"
"Native 21",35,6,"tt",2,673,"Native"
"Native 21",27,6,"tt",2,670,"Native"
"Native 21",31,6,"tt",2,519,"Native"
"Native 21",48,6,"tt",3,1013,"Native"
"Native 21",29,6,"tt",4,591,"Native"
"Native 21",44,6,"tt",3,607,"Native"
"Native 21",33,6,"tt",4,300,"Native"
"Native 21",34,6,"tt",1,224,"Native"
"Native 21",26,6,"tt",1,701,"Native"
"Native 21",37,6,"tt",4,196,"Native"
"Native 21",39,6,"tt",2,603,"Native"
"Native 21",25,6,"tt",4,557,"Native"
"Native 22",27,6,"tt",3,689,"Native"
"Native 22",33,6,"tt",1,1249,"Native"
"Native 22",47,6,"tt",3,1274,"Native"
"Native 22",37,6,"tt",1,241,"Native"
"Native 22",35,6,"tt",3,744,"Native"
"Native 22",39,6,"tt",3,374,"Native"
"Native 22",48,6,"tt",4,500,"Native"
"Native 22",45,6,"tt",1,1241,"Native"
"Native 22",43,6,"tt",3,469,"Native"
"Native 22",40,6,"tt",4,1789,"Native"
"Native 22",29,6,"tt",1,1589,"Native"
"Native 22",36,6,"tt",4,1114,"Native"
"Native 22",25,6,"tt",1,276,"Native"
"Native 22",26,6,"tt",2,1031,"Native"
"Native 22",34,6,"tt",2,818,"Native"
"Native 22",38,6,"tt",2,641,"Native"
"Native 22",41,6,"tt",1,305,"Native"
"Native 22",28,6,"tt",4,825,"Native"
"Native 22",32,6,"tt",4,1296,"Native"
"Native 22",42,6,"tt",2,553,"Native"
"Native 22",31,6,"tt",3,350,"Native"
"Native 22",46,6,"tt",2,1597,"Native"
"Native 22",44,6,"tt",4,184,"Native"
"Native 22",30,6,"tt",2,1081,"Native"
"Native 23",37,6,"tt",3,284,"Native"
"Native 23",30,6,"tt",4,190,"Native"
"Native 23",46,6,"tt",4,389,"Native"
"Native 23",43,6,"tt",1,222,"Native"
"Native 23",26,6,"tt",4,553,"Native"
"Native 23",25,6,"tt",3,282,"Native"
"Native 23",36,6,"tt",2,1280,"Native"
"Native 23",34,6,"tt",4,384,"Native"
"Native 23",32,6,"tt",2,731,"Native"
"Native 23",33,6,"tt",3,817,"Native"
"Native 23",35,6,"tt",1,291,"Native"
"Native 23",41,6,"tt",3,142,"Native"
"Native 23",29,6,"tt",3,462,"Native"
"Native 23",45,6,"tt",3,317,"Native"
"Native 23",31,6,"tt",1,196,"Native"
"Native 23",28,6,"tt",2,748,"Native"
"Native 23",47,6,"tt",1,633,"Native"
"Native 23",27,6,"tt",1,767,"Native"
"Native 23",38,6,"tt",4,546,"Native"
"Native 23",44,6,"tt",2,168,"Native"
"Native 23",48,6,"tt",2,461,"Native"
"Native 23",40,6,"tt",2,553,"Native"
"Native 23",39,6,"tt",1,738,"Native"
"Native 23",42,6,"tt",4,483,"Native"
"Native 24",33,6,"tt",2,167,"Native"
"Native 24",27,6,"tt",4,280,"Native"
"Native 24",31,6,"tt",4,165,"Native"
"Native 24",48,6,"tt",1,721,"Native"
"Native 24",34,6,"tt",3,375,"Native"
"Native 24",39,6,"tt",4,154,"Native"
"Native 24",36,6,"tt",1,332,"Native"
"Native 24",26,6,"tt",3,485,"Native"
"Native 24",32,6,"tt",1,196,"Native"
"Native 24",28,6,"tt",1,305,"Native"
"Native 24",35,6,"tt",4,261,"Native"
"Native 24",29,6,"tt",2,398,"Native"
"Native 24",42,6,"tt",3,457,"Native"
"Native 24",38,6,"tt",3,361,"Native"
"Native 24",46,6,"tt",3,444,"Native"
"Native 24",37,6,"tt",2,260,"Native"
"Native 24",30,6,"tt",3,201,"Native"
"Native 24",45,6,"tt",2,149,"Native"
"Native 24",25,6,"tt",2,167,"Native"
"Native 24",40,6,"tt",1,197,"Native"
"Native 24",47,6,"tt",4,440,"Native"
"Native 24",41,6,"tt",2,179,"Native"
"Native 24",43,6,"tt",4,176,"Native"
"Native 24",44,6,"tt",1,0,"Native"
"Native 25",46,6,"tt",4,192,"Native"
"Native 25",43,6,"tt",1,0,"Native"
"Native 25",28,6,"tt",2,475,"Native"
"Native 25",30,6,"tt",4,396,"Native"
"Native 25",41,6,"tt",3,847,"Native"
"Native 25",25,6,"tt",3,904,"Native"
"Native 25",42,6,"tt",4,747,"Native"
"Native 25",37,6,"tt",3,329,"Native"
"Native 25",47,6,"tt",1,697,"Native"
"Native 25",35,6,"tt",1,270,"Native"
"Native 25",44,6,"tt",2,0,"Native"
"Native 25",45,6,"tt",3,746,"Native"
"Native 25",31,6,"tt",1,0,"Native"
"Native 25",26,6,"tt",4,224,"Native"
"Native 25",48,6,"tt",2,332,"Native"
"Native 25",34,6,"tt",4,1113,"Native"
"Native 25",40,6,"tt",2,0,"Native"
"Native 25",39,6,"tt",1,238,"Native"
"Native 25",27,6,"tt",1,0,"Native"
"Native 25",38,6,"tt",4,186,"Native"
"Native 25",32,6,"tt",2,283,"Native"
"Native 25",29,6,"tt",3,853,"Native"
"Native 25",33,6,"tt",3,0,"Native"
"Native 25",36,6,"tt",2,266,"Native"
"Native 26",37,6,"tt",4,571,"Native"
"Native 26",44,6,"tt",3,387,"Native"
"Native 26",33,6,"tt",4,820,"Native"
"Native 26",25,6,"tt",4,512,"Native"
"Native 26",47,6,"tt",2,538,"Native"
"Native 26",38,6,"tt",1,984,"Native"
"Native 26",36,6,"tt",3,1425,"Native"
"Native 26",48,6,"tt",3,1589,"Native"
"Native 26",41,6,"tt",4,483,"Native"
"Native 26",32,6,"tt",3,1281,"Native"
"Native 26",42,6,"tt",1,1485,"Native"
"Native 26",26,6,"tt",1,1187,"Native"
"Native 26",29,6,"tt",4,1072,"Native"
"Native 26",40,6,"tt",3,491,"Native"
"Native 26",35,6,"tt",2,378,"Native"
"Native 26",27,6,"tt",2,1077,"Native"
"Native 26",34,6,"tt",1,0,"Native"
"Native 26",31,6,"tt",2,282,"Native"
"Native 26",30,6,"tt",1,1855,"Native"
"Native 26",43,6,"tt",2,842,"Native"
"Native 26",39,6,"tt",2,2136,"Native"
"Native 26",45,6,"tt",4,318,"Native"
"Native 26",28,6,"tt",3,344,"Native"
"Native 26",46,6,"tt",1,217,"Native"
"Native 27",34,6,"tt",2,1319,"Native"
"Native 27",25,6,"tt",1,0,"Native"
"Native 27",30,6,"tt",2,473,"Native"
"Native 27",35,6,"tt",3,702,"Native"
"Native 27",45,6,"tt",1,336,"Native"
"Native 27",28,6,"tt",4,0,"Native"
"Native 27",38,6,"tt",2,340,"Native"
"Native 27",47,6,"tt",3,401,"Native"
"Native 27",41,6,"tt",1,487,"Native"
"Native 27",36,6,"tt",4,2304,"Native"
"Native 27",40,6,"tt",4,323,"Native"
"Native 27",31,6,"tt",3,120,"Native"
"Native 27",32,6,"tt",4,1191,"Native"
"Native 27",26,6,"tt",2,1333,"Native"
"Native 27",46,6,"tt",2,525,"Native"
"Native 27",29,6,"tt",1,504,"Native"
"Native 27",27,6,"tt",3,128,"Native"
"Native 27",44,6,"tt",4,162,"Native"
"Native 27",39,6,"tt",3,0,"Native"
"Native 27",33,6,"tt",1,0,"Native"
"Native 27",43,6,"tt",3,0,"Native"
"Native 27",42,6,"tt",2,200,"Native"
"Native 27",48,6,"tt",4,313,"Native"
"Native 27",37,6,"tt",1,201,"Native"
"Native 28",40,6,"tt",1,897,"Native"
"Native 28",25,6,"tt",2,580,"Native"
"Native 28",27,6,"tt",4,998,"Native"
"Native 28",32,6,"tt",1,809,"Native"
"Native 28",34,6,"tt",3,1467,"Native"
"Native 28",26,6,"tt",3,927,"Native"
"Native 28",35,6,"tt",4,990,"Native"
"Native 28",45,6,"tt",2,603,"Native"
"Native 28",46,6,"tt",3,937,"Native"
"Native 28",37,6,"tt",2,851,"Native"
"Native 28",29,6,"tt",2,1425,"Native"
"Native 28",38,6,"tt",3,921,"Native"
"Native 28",28,6,"tt",1,394,"Native"
"Native 28",30,6,"tt",3,213,"Native"
"Native 28",47,6,"tt",4,490,"Native"
"Native 28",41,6,"tt",2,591,"Native"
"Native 28",43,6,"tt",4,760,"Native"
"Native 28",39,6,"tt",4,338,"Native"
"Native 28",31,6,"tt",4,160,"Native"
"Native 28",33,6,"tt",2,0,"Native"
"Native 28",44,6,"tt",1,203,"Native"
"Native 28",36,6,"tt",1,385,"Native"
"Native 28",42,6,"tt",3,482,"Native"
"Native 28",48,6,"tt",1,243,"Native"
"Native 29",43,6,"tt",1,373,"Native"
"Native 29",37,6,"tt",3,178,"Native"
"Native 29",48,6,"tt",2,433,"Native"
"Native 29",44,6,"tt",2,332,"Native"
"Native 29",41,6,"tt",3,469,"Native"
"Native 29",36,6,"tt",2,228,"Native"
"Native 29",27,6,"tt",1,870,"Native"
"Native 29",30,6,"tt",4,530,"Native"
"Native 29",45,6,"tt",3,751,"Native"
"Native 29",40,6,"tt",2,1148,"Native"
"Native 29",31,6,"tt",1,620,"Native"
"Native 29",34,6,"tt",4,413,"Native"
"Native 29",33,6,"tt",3,1115,"Native"
"Native 29",47,6,"tt",1,869,"Native"
"Native 29",25,6,"tt",3,402,"Native"
"Native 29",38,6,"tt",4,385,"Native"
"Native 29",29,6,"tt",3,946,"Native"
"Native 29",28,6,"tt",2,385,"Native"
"Native 29",42,6,"tt",4,620,"Native"
"Native 29",32,6,"tt",2,1660,"Native"
"Native 29",46,6,"tt",4,915,"Native"
"Native 29",39,6,"tt",1,882,"Native"
"Native 29",26,6,"tt",4,788,"Native"
"Native 29",35,6,"tt",1,890,"Native"
"Native 30",36,6,"tt",3,453,"Native"
"Native 30",28,6,"tt",3,163,"Native"
"Native 30",37,6,"tt",4,0,"Native"
"Native 30",44,6,"tt",3,142,"Native"
"Native 30",35,6,"tt",2,381,"Native"
"Native 30",38,6,"tt",1,198,"Native"
"Native 30",47,6,"tt",2,457,"Native"
"Native 30",34,6,"tt",1,199,"Native"
"Native 30",30,6,"tt",1,157,"Native"
"Native 30",42,6,"tt",1,387,"Native"
"Native 30",33,6,"tt",4,128,"Native"
"Native 30",48,6,"tt",3,381,"Native"
"Native 30",31,6,"tt",2,310,"Native"
"Native 30",39,6,"tt",2,206,"Native"
"Native 30",32,6,"tt",3,814,"Native"
"Native 30",41,6,"tt",4,125,"Native"
"Native 30",26,6,"tt",1,397,"Native"
"Native 30",45,6,"tt",4,1010,"Native"
"Native 30",29,6,"tt",4,281,"Native"
"Native 30",46,6,"tt",1,256,"Native"
"Native 30",25,6,"tt",4,246,"Native"
"Native 30",40,6,"tt",3,827,"Native"
"Native 30",43,6,"tt",2,541,"Native"
"Native 30",27,6,"tt",2,171,"Native"
"Native 31",34,6,"tt",2,434,"Native"
"Native 31",44,6,"tt",4,565,"Native"
"Native 31",40,6,"tt",4,1844,"Native"
"Native 31",31,6,"tt",3,477,"Native"
"Native 31",39,6,"tt",3,475,"Native"
"Native 31",45,6,"tt",1,438,"Native"
"Native 31",43,6,"tt",3,452,"Native"
"Native 31",35,6,"tt",3,483,"Native"
"Native 31",28,6,"tt",4,280,"Native"
"Native 31",29,6,"tt",1,693,"Native"
"Native 31",48,6,"tt",4,371,"Native"
"Native 31",36,6,"tt",4,1291,"Native"
"Native 31",26,6,"tt",2,1002,"Native"
"Native 31",42,6,"tt",2,243,"Native"
"Native 31",47,6,"tt",3,699,"Native"
"Native 31",25,6,"tt",1,255,"Native"
"Native 31",41,6,"tt",1,170,"Native"
"Native 31",46,6,"tt",2,434,"Native"
"Native 31",38,6,"tt",2,488,"Native"
"Native 31",30,6,"tt",2,615,"Native"
"Native 31",32,6,"tt",4,382,"Native"
"Native 31",27,6,"tt",3,448,"Native"
"Native 31",37,6,"tt",1,275,"Native"
"Native 31",33,6,"tt",1,451,"Native"
"Native 32",37,6,"tt",2,567,"Native"
"Native 32",27,6,"tt",4,262,"Native"
"Native 32",42,6,"tt",3,458,"Native"
"Native 32",40,6,"tt",1,354,"Native"
"Native 32",32,6,"tt",1,192,"Native"
"Native 32",43,6,"tt",4,182,"Native"
"Native 32",41,6,"tt",2,675,"Native"
"Native 32",29,6,"tt",2,1372,"Native"
"Native 32",28,6,"tt",1,390,"Native"
"Native 32",30,6,"tt",3,154,"Native"
"Native 32",39,6,"tt",4,351,"Native"
"Native 32",26,6,"tt",3,545,"Native"
"Native 32",35,6,"tt",4,482,"Native"
"Native 32",31,6,"tt",4,412,"Native"
"Native 32",25,6,"tt",2,507,"Native"
"Native 32",38,6,"tt",3,137,"Native"
"Native 32",33,6,"tt",2,330,"Native"
"Native 32",36,6,"tt",1,906,"Native"
"Native 32",34,6,"tt",3,179,"Native"
"Native 32",45,6,"tt",2,500,"Native"
"Native 32",44,6,"tt",1,424,"Native"
"Native 32",47,6,"tt",4,569,"Native"
"Native 32",48,6,"tt",1,597,"Native"
"Native 32",46,6,"tt",3,407,"Native"
"Native 33",42,6,"tt",4,437,"Native"
"Native 33",34,6,"tt",4,625,"Native"
"Native 33",36,6,"tt",2,844,"Native"
"Native 33",29,6,"tt",3,595,"Native"
"Native 33",27,6,"tt",1,903,"Native"
"Native 33",28,6,"tt",2,1070,"Native"
"Native 33",40,6,"tt",2,962,"Native"
"Native 33",30,6,"tt",4,297,"Native"
"Native 33",33,6,"tt",3,202,"Native"
"Native 33",38,6,"tt",4,631,"Native"
"Native 33",37,6,"tt",3,465,"Native"
"Native 33",26,6,"tt",4,905,"Native"
"Native 33",25,6,"tt",3,297,"Native"
"Native 33",31,6,"tt",1,518,"Native"
"Native 33",44,6,"tt",2,215,"Native"
"Native 33",45,6,"tt",3,447,"Native"
"Native 33",46,6,"tt",4,360,"Native"
"Native 33",39,6,"tt",1,348,"Native"
"Native 33",43,6,"tt",1,258,"Native"
"Native 33",32,6,"tt",2,1410,"Native"
"Native 33",41,6,"tt",3,419,"Native"
"Native 33",48,6,"tt",2,432,"Native"
"Native 33",47,6,"tt",1,1240,"Native"
"Native 33",35,6,"tt",1,231,"Native"
"Native 34",35,6,"tt",2,202,"Native"
"Native 34",41,6,"tt",4,236,"Native"
"Native 34",36,6,"tt",3,219,"Native"
"Native 34",39,6,"tt",2,176,"Native"
"Native 34",43,6,"tt",2,0,"Native"
"Native 34",27,6,"tt",2,308,"Native"
"Native 34",25,6,"tt",4,154,"Native"
"Native 34",31,6,"tt",2,180,"Native"
"Native 34",47,6,"tt",2,478,"Native"
"Native 34",40,6,"tt",3,370,"Native"
"Native 34",28,6,"tt",3,311,"Native"
"Native 34",42,6,"tt",1,102,"Native"
"Native 34",32,6,"tt",3,403,"Native"
"Native 34",45,6,"tt",4,149,"Native"
"Native 34",46,6,"tt",1,667,"Native"
"Native 34",34,6,"tt",1,149,"Native"
"Native 34",38,6,"tt",1,229,"Native"
"Native 34",48,6,"tt",3,276,"Native"
"Native 34",44,6,"tt",3,0,"Native"
"Native 34",26,6,"tt",1,167,"Native"
"Native 34",33,6,"tt",4,191,"Native"
"Native 34",30,6,"tt",1,185,"Native"
"Native 34",29,6,"tt",4,601,"Native"
"Native 34",37,6,"tt",4,172,"Native"
"Native 35",25,6,"tt",4,338,"Native"
"Native 35",43,6,"tt",2,206,"Native"
"Native 35",40,6,"tt",3,1204,"Native"
"Native 35",31,6,"tt",2,1558,"Native"
